source,destination,path,cost
0,481,0_10_210_476_16_371_481,12
0,482,0_444_493_167_163_482,8
0,482,0_10_210_476_245_482,8
0,482,0_444_388_372_309_482,8
0,483,0_486_408_483,6
0,483,0_486_424_148_483,8
0,484,0_486_68_448_222_484,9
0,484,0_486_107_208_484,9
0,484,0_486_76_450_214_208_484,9
0,484,0_486_68_448_214_208_484,9
0,485,0_248_97_284_181_485,7
0,485,0_444_493_422_303_485,7
0,486,0_486,3
0,486,0_10_251_424_486,7
0,486,0_248_97_383_289_486,7
0,486,0_444_430_424_486,7
0,487,0_248_97_479_384_487,7
0,487,0_486_475_452_487,7
0,488,0_271_488,4
0,488,0_444_388_11_488,6
0,489,0_363_489,5
0,489,0_225_59_317_92_489,8
0,489,0_225_123_363_489,8
0,490,0_248_97_383_72_490,7
0,490,0_486_289_383_72_490,7
0,491,0_491,5
0,491,0_10_210_476_104_491,9
0,491,0_444_57_306_491,9
0,491,0_486_68_448_457_268_110_491,9
0,492,0_444_328_294_218_492,7
0,492,0_248_328_294_218_492,7
0,493,0_444_493,3
0,493,0_225_123_422_493,7
0,494,0_444_328_256_494,8
0,494,0_248_328_256_494,8
0,495,0_10_495,5
0,495,0_225_81_10_495,7
0,496,0_444_430_8_496,8
0,496,0_486_424_430_8_496,8
0,497,0_486_68_497,8
0,497,0_248_97_383_158_241_497,9
0,497,0_486_289_383_158_241_497,9
0,497,0_444_493_422_229_158_241_497,9
0,498,0_248_379_182_498,7
0,498,0_225_123_498,7
0,499,0_10_380_499,7
0,499,0_363_380_499,7
0,499,0_486_475_90_499,7
